id,business_id,user_email,message,timestamp
1362e7cf-367b-4486-ba95-98a0084132c1,6,,New booking request: Dreads - Retwist on 2026-04-02 at 13:00,2026-04-02 20:58
cdf4cfa3-4b24-40d9-80b5-b20088b7e9a2,6,,New booking request: Dreads - Retwist on 2026-04-02 at 09:00,2026-04-02 21:07
1b9bc764-5ffe-47cd-81bc-cd20825d2ee1,7,,New booking request: Testing on 2026-04-10 at 09:00,2026-04-02 21:33
9bfb816f-fc11-41be-9627-4e99423a09f0,6,,New booking request: Dreads - Retwist on 2026-04-02 at 09:00,2026-04-02 21:37
